uniprot_id,Protein names,Gene names,Fasta headers,id,MCF10A_UT_1,MCF10A_UT_2,MCF10A_UT_3,MDA_MB_231_UT_1,MDA_MB_231_UT_2,MDA_MB_231_UT_3,HCC1937_UT_1,HCC1937_UT_2,HCC1937_UT_3,MCF10A_TR_1,MCF10A_TR_2,MCF10A_TR_3,MDA_MB_231_TR_1,MDA_MB_231_TR_2,MDA_MB_231_TR_3,HCC1937_TR_1,HCC1937_TR_2,HCC1937_TR_3
Q6W2J9,BCL-6 corepressor,BCOR,sp|Q6W2J9|BCOR_HUMAN BCL-6 corepressor OS=Homo sapiens OX=9606 GN=BCOR PE=1 SV=1;tr|H7BYY2|H7BYY2_HUMAN BCL-6 corepressor (Fragment) OS=Homo sapiens OX=9606 GN=BCOR PE=1 SV=1,6678,4932,4788.4,6252.3,5881.9,7284.2,5369.8,8084.8,5959.1,6196.8,5766.4,3362.4,4073.5,3950.7,5121.2,2940.3,2720.2,2978.7,2886.5
Q6WCQ1,Myosin phosphatase Rho-interacting protein,MPRIP,sp|Q6WCQ1|MPRIP_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=3,6679,6300000,5772600,5304200,1885900,1773200,1856000,972180,984800,871530,11519000,9517000,7129700,4387700,5411100,4230700,2024500,2432800,2188700
Q6WKZ4,Rab11 family-interacting protein 1,RAB11FIP1,sp|Q6WKZ4|RFIP1_HUMAN Rab11 family-interacting protein 1 OS=Homo sapiens OX=9606 GN=RAB11FIP1 PE=1 SV=3;tr|E7EX40|E7EX40_HUMAN Rab11 family-interacting protein 1 OS=Homo sapiens OX=9606 GN=RAB11FIP1 PE=1 SV=1,6680,426920,384580,338610,778900,735790,778790,934650,875490,920590,379050,296160,339770,651520,594880,636740,807000,772420,828880
Q6WQI6,Putative cancer susceptibility gene HEPN1 protein,HEPN1,sp|Q6WQI6|HEPN1_HUMAN Putative cancer susceptibility gene HEPN1 protein OS=Homo sapiens OX=9606 GN=HEPN1 PE=5 SV=2,6681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6XQN6,Nicotinate phosphoribosyltransferase,NAPRT,"sp|Q6XQN6|PNCB_HUMAN Nicotinate phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAPRT PE=1 SV=2;tr|G5E977|G5E977_HUMAN Nicotinate phosphoribosyltransferase domain containing 1, isoform CRA_d OS=Homo sapiens OX=9606 GN=NAPRT PE=1 SV=1;tr|C9J8U2|C9J8U2_",6683,1825200,1674000,1530600,329540,325230,256700,2002100,1806600,1836200,1924300,1325400,1616100,276740,270500,222120,1955400,1731900,1919200
Q6XUX3,Dual serine/threonine and tyrosine protein kinase,DSTYK,sp|Q6XUX3|DUSTY_HUMAN Dual serine/threonine and tyrosine protein kinase OS=Homo sapiens OX=9606 GN=DSTYK PE=1 SV=2,6684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6XYQ8,Synaptotagmin-10,SYT10,sp|Q6XYQ8|SYT10_HUMAN Synaptotagmin-10 OS=Homo sapiens OX=9606 GN=SYT10 PE=2 SV=1,6685,0,0,0,0,0,0,0,0,0,97501,92738,70920,123070,100260,119970,51086,65515,83285
Q6XZF7,Dynamin-binding protein,DNMBP,sp|Q6XZF7|DNMBP_HUMAN Dynamin-binding protein OS=Homo sapiens OX=9606 GN=DNMBP PE=1 SV=1,6686,2016200,1816700,1736700,4817000,4311700,4671300,327350,354800,343110,2522400,1808500,2138800,4937000,4849800,4765200,250400,370960,333720
Q6Y1H2,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2,HACD2,sp|Q6Y1H2|HACD2_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2 OS=Homo sapiens OX=9606 GN=HACD2 PE=1 SV=1,6687,1286900,1150000,931800,358400,366800,372060,1145000,977470,984670,1553200,1058900,1326500,348010,333010,329270,1102500,1222100,1141300
Q6Y288,"Beta-1,3-glucosyltransferase",B3GALTL,"sp|Q6Y288|B3GLT_HUMAN Beta-1,3-glucosyltransferase OS=Homo sapiens OX=9606 GN=B3GLCT PE=1 SV=2",6688,67261,58265,54371,44151,37514,44326,64211,54460,56371,9436.7,4818.2,9207.2,7025.4,7289.6,5878.3,7762.3,7252.5,7695.7
Q6Y2X3,DnaJ homolog subfamily C member 14,DNAJC14,sp|Q6Y2X3|DJC14_HUMAN DnaJ homolog subfamily C member 14 OS=Homo sapiens OX=9606 GN=DNAJC14 PE=2 SV=2,6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6Y7W6,PERQ amino acid-rich with GYF domain-containing protein 2,GIGYF2,sp|Q6Y7W6|GGYF2_HUMAN GRB10-interacting GYF protein 2 OS=Homo sapiens OX=9606 GN=GIGYF2 PE=1 SV=1;tr|I1E4Y6|I1E4Y6_HUMAN GRB10-interacting GYF protein 2 OS=Homo sapiens OX=9606 GN=GIGYF2 PE=1 SV=1;tr|E7ESB6|E7ESB6_HUMAN GRB10-interacting GYF protein 2 (Fra,6690,2821700,2464000,2389000,1624400,1556800,1594200,1559500,1343700,1373100,4301700,3188300,3708800,2277400,2405300,2248700,1829500,1932300,1908600
Q6YBV0,Proton-coupled amino acid transporter 4,SLC36A4,sp|Q6YBV0|S36A4_HUMAN Proton-coupled amino acid transporter 4 OS=Homo sapiens OX=9606 GN=SLC36A4 PE=1 SV=1;tr|E9PN09|E9PN09_HUMAN Proton-coupled amino acid transporter 4 OS=Homo sapiens OX=9606 GN=SLC36A4 PE=1 SV=1,6691,51606,44985,34120,67298,72399,72292,26939,20898,23724,55624,39776,41992,77010,73895,64216,23071,23627,25305
Q6YHK3,CD109 antigen,CD109,sp|Q6YHK3|CD109_HUMAN CD109 antigen OS=Homo sapiens OX=9606 GN=CD109 PE=1 SV=2,6692,1783300,1646100,1461000,114370,98881,83159,4532800,3919300,3870700,1428200,1037600,1154600,34788,43215,39107,2066000,2172100,2269200
Q6YHU6,Thyroid adenoma-associated protein,THADA,sp|Q6YHU6|THADA_HUMAN Thyroid adenoma-associated protein OS=Homo sapiens OX=9606 GN=THADA PE=1 SV=1;tr|H0Y3V5|H0Y3V5_HUMAN Thyroid adenoma-associated protein (Fragment) OS=Homo sapiens OX=9606 GN=THADA PE=1 SV=1,6693,521110,414410,416420,384630,360300,398620,326790,284230,303390,628950,448440,502340,489650,489970,497070,328170,304540,370260
Q6YN16,Hydroxysteroid dehydrogenase-like protein 2,HSDL2,sp|Q6YN16|HSDL2_HUMAN Hydroxysteroid dehydrogenase-like protein 2 OS=Homo sapiens OX=9606 GN=HSDL2 PE=1 SV=1,6694,3339300,3109000,2798800,6106400,5767700,5910400,10630000,9407500,9333200,3898800,2849600,3285300,6456200,6243200,5917300,10211000,9817200,10431000
Q6YP21,Kynurenine--oxoglutarate transaminase 3,CCBL2,sp|Q6YP21|KAT3_HUMAN Kynurenine--oxoglutarate transaminase 3 OS=Homo sapiens OX=9606 GN=KYAT3 PE=1 SV=1;tr|A0A0A0MRN7|A0A0A0MRN7_HUMAN Kynurenine--oxoglutarate transaminase 3 (Fragment) OS=Homo sapiens OX=9606 GN=KYAT3 PE=1 SV=1,6695,2272000,2189100,1985000,1208900,997210,1131700,1411400,1290200,1303400,3496500,2693200,2899900,1722500,1638300,1542500,2007100,1922800,1964500
Q6ZMI0,Protein phosphatase 1 regulatory subunit 21,PPP1R21,sp|Q6ZMI0|PPR21_HUMAN Protein phosphatase 1 regulatory subunit 21 OS=Homo sapiens OX=9606 GN=PPP1R21 PE=1 SV=1,6696,661810,571930,570900,394940,378750,368180,380310,327770,352930,803410,575560,667570,411470,415760,411940,372340,395540,398510
Q6ZMZ3,Nesprin-3,SYNE3,sp|Q6ZMZ3|SYNE3_HUMAN Nesprin-3 OS=Homo sapiens OX=9606 GN=SYNE3 PE=1 SV=2;tr|G3V533|G3V533_HUMAN Nesprin-3 OS=Homo sapiens OX=9606 GN=SYNE3 PE=1 SV=1,6697,98226,92842,83480,253910,240830,278560,101500,83998,74622,104020,76019,79336,173360,180970,174300,28976,39304,41516
Q6ZN04,RNA-binding protein MEX3B,MEX3B,sp|Q6ZN04|MEX3B_HUMAN RNA-binding protein MEX3B OS=Homo sapiens OX=9606 GN=MEX3B PE=1 SV=1,6698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZN06,Zinc finger protein 813,ZNF813,sp|Q6ZN06|ZN813_HUMAN Zinc finger protein 813 OS=Homo sapiens OX=9606 GN=ZNF813 PE=2 SV=2;tr|E7EU70|E7EU70_HUMAN Zinc finger protein 813 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF813 PE=4 SV=1,6699,142590,133300,114640,144290,106860,100940,410250,343240,333320,270160,229100,223310,203890,199760,179480,630660,662670,635830
Q6ZN18,Zinc finger protein AEBP2,AEBP2,sp|Q6ZN18|AEBP2_HUMAN Zinc finger protein AEBP2 OS=Homo sapiens OX=9606 GN=AEBP2 PE=1 SV=2,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZN28,Metastasis-associated in colon cancer protein 1,MACC1,sp|Q6ZN28|MACC1_HUMAN Metastasis-associated in colon cancer protein 1 OS=Homo sapiens OX=9606 GN=MACC1 PE=1 SV=2,6701,2835.8,3607.8,3708.9,4033,4264.2,2525.6,28356,24448,21973,0,0,0,0,0,0,0,0,0
Q6ZN40,,TPM1,"tr|Q6ZN40|Q6ZN40_HUMAN Tropomyosin 1 (Alpha), isoform CRA_f OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=1",6702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZN55,Zinc finger protein 574,ZNF574,"sp|Q6ZN55|ZN574_HUMAN Zinc finger protein 574 OS=Homo sapiens OX=9606 GN=ZNF574 PE=1 SV=2;tr|A0A0C4DFM2|A0A0C4DFM2_HUMAN HCG1643764, isoform CRA_b OS=Homo sapiens OX=9606 GN=ZNF574 PE=1 SV=1",6703,27813,23787,25770,26662,26521,31198,38384,34643,32180,69133,51888,53618,60482,65677,63427,73250,75999,81068
Q6ZNB6,NF-X1-type zinc finger protein NFXL1,NFXL1,sp|Q6ZNB6|NFXL1_HUMAN NF-X1-type zinc finger protein NFXL1 OS=Homo sapiens OX=9606 GN=NFXL1 PE=1 SV=2,6704,348670,512470,357080,356940,344110,354120,317940,442560,463310,709190,444140,615150,769590,730140,633330,680350,717990,653450
Q6ZNC4,Zinc finger protein 704,ZNF704,sp|Q6ZNC4|ZN704_HUMAN Zinc finger protein 704 OS=Homo sapiens OX=9606 GN=ZNF704 PE=1 SV=1;tr|E5RGL7|E5RGL7_HUMAN Zinc finger protein 704 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF704 PE=1 SV=1,6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZNC8,Lysophospholipid acyltransferase 1,MBOAT1,sp|Q6ZNC8|MBOA1_HUMAN Lysophospholipid acyltransferase 1 OS=Homo sapiens OX=9606 GN=MBOAT1 PE=1 SV=1,6706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZNJ1,Neurobeachin-like protein 2,NBEAL2,sp|Q6ZNJ1|NBEL2_HUMAN Neurobeachin-like protein 2 OS=Homo sapiens OX=9606 GN=NBEAL2 PE=1 SV=2;tr|H0Y764|H0Y764_HUMAN Neurobeachin-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=NBEAL2 PE=1 SV=1;tr|H7C3Y7|H7C3Y7_HUMAN Neurobeachin-like protein 2 (Frag,6707,121450,105540,92463,103820,119390,103100,223270,204820,201630,29666,18752,26766,20079,20592,20269,43125,39489,45062
Q6ZNW5,GDP-D-glucose phosphorylase 1,GDPGP1,sp|Q6ZNW5|GDPP1_HUMAN GDP-D-glucose phosphorylase 1 OS=Homo sapiens OX=9606 GN=GDPGP1 PE=1 SV=2;tr|H0YN11|H0YN11_HUMAN GDP-D-glucose phosphorylase 1 (Fragment) OS=Homo sapiens OX=9606 GN=GDPGP1 PE=4 SV=1;tr|A0A286YET3|A0A286YET3_HUMAN Uncharacterized prote,6708,6436.7,8329.4,6874,2894.4,2453.3,3857.2,12143,12208,10674,2689.7,1361.8,988.29,1183.8,1232.1,0,2515.1,4015.5,4157.3
Q6ZP29,Lysosomal amino acid transporter 1 homolog,PQLC2,sp|Q6ZP29|LAAT1_HUMAN Lysosomal amino acid transporter 1 homolog OS=Homo sapiens OX=9606 GN=PQLC2 PE=1 SV=1,6709,32882,34651,28869,33163,29474,40260,19852,24370,23022,0,0,0,0,0,0,0,0,0
Q6ZR64,,MXRA7,tr|Q6ZR64|Q6ZR64_HUMAN HBV PreS1-transactivated protein 1 OS=Homo sapiens OX=9606 GN=MXRA7 PE=1 SV=1;tr|K7EQX8|K7EQX8_HUMAN Matrix-remodeling-associated protein 7 OS=Homo sapiens OX=9606 GN=MXRA7 PE=1 SV=1,6710,404550,378760,323710,880110,857290,915380,295990,272010,279250,183460,136040,160680,359230,344580,352150,99599,110940,132680
Q6ZRI6,Uncharacterized protein C15orf39,C15orf39,sp|Q6ZRI6|CO039_HUMAN Uncharacterized protein C15orf39 OS=Homo sapiens OX=9606 GN=C15orf39 PE=1 SV=3;tr|H3BMJ2|H3BMJ2_HUMAN Uncharacterized protein C15orf39 (Fragment) OS=Homo sapiens OX=9606 GN=C15orf39 PE=1 SV=1,6711,0,0,0,0,0,0,0,0,0,70468,19346,53476,47709,10811,45465,20905,248700,23133
Q6ZRI8,Rho GTPase-activating protein 36,ARHGAP36,sp|Q6ZRI8|RHG36_HUMAN Rho GTPase-activating protein 36 OS=Homo sapiens OX=9606 GN=ARHGAP36 PE=2 SV=1,6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZRP7,Sulfhydryl oxidase 2,QSOX2,sp|Q6ZRP7|QSOX2_HUMAN Sulfhydryl oxidase 2 OS=Homo sapiens OX=9606 GN=QSOX2 PE=1 SV=3,6713,1190000,1078200,977220,2034000,1957400,2112100,932630,873810,879570,1455900,1111400,1194700,2272500,2217200,2166900,852650,935110,978530
Q6ZRV2,Protein FAM83H,FAM83H,sp|Q6ZRV2|FA83H_HUMAN Protein FAM83H OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=3;tr|J3KPS2|J3KPS2_HUMAN Protein FAM83H (Fragment) OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=1,6714,1565300,1302200,1249700,382040,328300,306620,5284900,4537600,4430200,1523800,1114400,1155000,330090,343690,284100,3701800,3751600,4029600
Q6ZS30,Neurobeachin-like protein 1,NBEAL1,sp|Q6ZS30|NBEL1_HUMAN Neurobeachin-like protein 1 OS=Homo sapiens OX=9606 GN=NBEAL1 PE=2 SV=3,6715,57290,50980,48713,29766,34638,32341,35087,29193,30988,45461,29612,37827,19929,21647,23466,22366,25107,25680
Q6ZSB9,Zinc finger and BTB domain-containing protein 49,ZBTB49,sp|Q6ZSB9|ZBT49_HUMAN Zinc finger and BTB domain-containing protein 49 OS=Homo sapiens OX=9606 GN=ZBTB49 PE=1 SV=3,6716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZSJ8,Uncharacterized protein C1orf122,C1orf122,sp|Q6ZSJ8|CA122_HUMAN Uncharacterized protein C1orf122 OS=Homo sapiens OX=9606 GN=C1orf122 PE=4 SV=2,6717,38532,38791,32594,59612,60153,59025,62318,54865,54262,116590,75336,136580,158360,175530,152340,131020,130300,127450
Q6ZSS7,Major facilitator superfamily domain-containing protein 6,MFSD6,sp|Q6ZSS7|MFSD6_HUMAN Major facilitator superfamily domain-containing protein 6 OS=Homo sapiens OX=9606 GN=MFSD6 PE=1 SV=2;tr|H7C284|H7C284_HUMAN Major facilitator superfamily domain-containing protein 6 (Fragment) OS=Homo sapiens OX=9606 GN=MFSD6 PE=1 SV=,6718,14970,26310,16502,40333,33146,37330,37776,50202,44830,1853.4,2855.2,3159.1,5167.7,4472.6,3047.5,7540.6,7613.9,6298.8
Q6ZSY5,Protein phosphatase 1 regulatory subunit 3F,PPP1R3F,sp|Q6ZSY5|PPR3F_HUMAN Protein phosphatase 1 regulatory subunit 3F OS=Homo sapiens OX=9606 GN=PPP1R3F PE=1 SV=3,6719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZSZ6,Teashirt homolog 1,TSHZ1,sp|Q6ZSZ6|TSH1_HUMAN Teashirt homolog 1 OS=Homo sapiens OX=9606 GN=TSHZ1 PE=1 SV=2,6720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZT07,TBC1 domain family member 9,TBC1D9,sp|Q6ZT07|TBCD9_HUMAN TBC1 domain family member 9 OS=Homo sapiens OX=9606 GN=TBC1D9 PE=2 SV=2,6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZT12,E3 ubiquitin-protein ligase UBR3,UBR3,sp|Q6ZT12|UBR3_HUMAN E3 ubiquitin-protein ligase UBR3 OS=Homo sapiens OX=9606 GN=UBR3 PE=2 SV=2,6722,63176,59230,60744,63002,63464,61274,118130,121090,111740,116900,84218,103470,92167,89360,93049,167190,152900,187050
Q6ZT21,Transmembrane protein with metallophosphoesterase domain,TMPPE,sp|Q6ZT21|TMPPE_HUMAN Transmembrane protein with metallophosphoesterase domain OS=Homo sapiens OX=9606 GN=TMPPE PE=2 SV=2,6723,64465,58591,52125,109590,116060,105750,71588,60579,68828,86556,57454,71383,134160,132630,129470,81208,83916,87232
Q6ZT62,,,sp|Q6ZT62|BGIN_HUMAN Bargin OS=Homo sapiens OX=9606 GN=BARGIN PE=1 SV=2,6724,74470,72610,62859,104070,83805,106690,114190,94328,89983,211580,156720,187910,246440,234740,221920,340680,333830,380000
Q6ZTN6,Ankyrin repeat domain-containing protein 13D,ANKRD13D,sp|Q6ZTN6|AN13D_HUMAN Ankyrin repeat domain-containing protein 13D OS=Homo sapiens OX=9606 GN=ANKRD13D PE=1 SV=2,6725,0,976.14,0,1013.9,1248.2,0,1150.9,0,0,0,0,0,0,0,0,0,0,0
Q6ZTW0,Tubulin polyglutamylase complex subunit 1,TPGS1,sp|Q6ZTW0|TPGS1_HUMAN Tubulin polyglutamylase complex subunit 1 OS=Homo sapiens OX=9606 GN=TPGS1 PE=1 SV=2,6727,12323,9570.1,8543.3,10243,9723.4,9647.8,4536.9,3655.8,6047.6,28262,20642,21306,20083,17128,17674,10333,9989.9,12171
Q6ZU65,Ubinuclein-2,UBN2,sp|Q6ZU65|UBN2_HUMAN Ubinuclein-2 OS=Homo sapiens OX=9606 GN=UBN2 PE=1 SV=2,6728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZUB1,Spermatogenesis-associated protein 31E1,SPATA31E1,sp|Q6ZUB1|S31E1_HUMAN Spermatogenesis-associated protein 31E1 OS=Homo sapiens OX=9606 GN=SPATA31E1 PE=2 SV=2,6729,0,0,0,0,0,0,0,0,0,675750,473430,575180,564910,554100,563440,630230,578150,647170
Q6ZUT1,Uncharacterized protein C11orf57,C11orf57,sp|Q6ZUT1|NKAP1_HUMAN Uncharacterized protein NKAPD1 OS=Homo sapiens OX=9606 GN=NKAPD1 PE=1 SV=2;tr|E9PKA8|E9PKA8_HUMAN Uncharacterized protein NKAPD1 (Fragment) OS=Homo sapiens OX=9606 GN=NKAPD1 PE=1 SV=1,6731,17544,17101,16376,45417,47626,43303,48674,42404,37751,41363,26259,37424,81921,78005,77973,73044,78264,78459
Q6ZUT6,Uncharacterized protein C15orf52,C15orf52,sp|Q6ZUT6|CCD9B_HUMAN Coiled-coil domain-containing protein 9B OS=Homo sapiens OX=9606 GN=CCDC9B PE=1 SV=1,6732,267410,227120,200290,300290,258870,281260,335710,306300,281480,345060,240630,271380,434400,470970,436420,372510,433250,384690
Q6ZUX7,Lipoma HMGIC fusion partner-like 2 protein,LHFPL2,sp|Q6ZUX7|LHPL2_HUMAN LHFPL tetraspan subfamily member 2 protein OS=Homo sapiens OX=9606 GN=LHFPL2 PE=2 SV=2,6733,14968,12708,13719,9345.2,11214,9596.5,2664,2793.5,3047.5,10484,5638.7,6302,6465.7,7660.8,6162.3,2478,1995.8,1447.5
Q6ZV73,"FYVE, RhoGEF and PH domain-containing protein 6",FGD6,"sp|Q6ZV73|FGD6_HUMAN FYVE, RhoGEF and PH domain-containing protein 6 OS=Homo sapiens OX=9606 GN=FGD6 PE=1 SV=2;tr|F8VY01|F8VY01_HUMAN FYVE, RhoGEF and PH domain-containing protein 6 OS=Homo sapiens OX=9606 GN=FGD6 PE=1 SV=1",6734,0,0,0,0,0,0,0,0,0,8137,6419.7,5677.7,6059,5725.1,5213.4,10483,7870.2,10212
Q6ZV89,SH2 domain-containing protein 5,SH2D5,sp|Q6ZV89|SH2D5_HUMAN SH2 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=SH2D5 PE=1 SV=2,6735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZVM7,TOM1-like protein 2,TOM1L2,sp|Q6ZVM7|TM1L2_HUMAN TOM1-like protein 2 OS=Homo sapiens OX=9606 GN=TOM1L2 PE=1 SV=1;tr|B7Z2U2|B7Z2U2_HUMAN TOM1-like protein 2 OS=Homo sapiens OX=9606 GN=TOM1L2 PE=1 SV=1;tr|F5H3S6|F5H3S6_HUMAN TOM1-like protein 2 OS=Homo sapiens OX=9606 GN=TOM1L2 PE=1 S,6736,806170,665820,607550,738330,733340,753500,922770,762750,784220,544400,385720,487910,443180,430060,446770,671780,641320,718030
Q6ZVX7,F-box only protein 50,NCCRP1,sp|Q6ZVX7|FBX50_HUMAN F-box only protein 50 OS=Homo sapiens OX=9606 GN=NCCRP1 PE=1 SV=1,6737,5254.8,4788,7332.2,3740.5,2745.8,2216.9,64995,58918,58223,4376.1,1055,2301,3821.5,2330.7,2297.1,119060,124460,131430
Q6ZW31,Rho GTPase-activating protein SYDE1,SYDE1,sp|Q6ZW31|SYDE1_HUMAN Rho GTPase-activating protein SYDE1 OS=Homo sapiens OX=9606 GN=SYDE1 PE=1 SV=1;tr|M0QXZ8|M0QXZ8_HUMAN Rho GTPase-activating protein SYDE1 OS=Homo sapiens OX=9606 GN=SYDE1 PE=1 SV=1,6738,144310,117470,118430,128090,123770,141110,31045,28346,28586,120580,83245,102260,99320,98102,91408,23911,21985,23978
Q6ZW49,PAX-interacting protein 1,PAXIP1,sp|Q6ZW49|PAXI1_HUMAN PAX-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAXIP1 PE=1 SV=2,6739,121900,104820,97020,149370,133780,144290,109060,97512,94926,146470,106290,123920,156990,182430,163150,107270,115330,117150
Q6ZWL3,Cytochrome P450 4V2,CYP4V2,sp|Q6ZWL3|CP4V2_HUMAN Cytochrome P450 4V2 OS=Homo sapiens OX=9606 GN=CYP4V2 PE=1 SV=2,6741,0,0,0,0,0,0,0,0,0,3849.7,3118.4,2161.2,2880,3321.2,2629.1,611.65,2398.7,2807.3
Q6ZWT7,Lysophospholipid acyltransferase 2,MBOAT2,sp|Q6ZWT7|MBOA2_HUMAN Lysophospholipid acyltransferase 2 OS=Homo sapiens OX=9606 GN=MBOAT2 PE=2 SV=2,6742,65141,49922,46167,6300.5,12951,6778,18599,24443,20280,363820,264660,298150,45811,43068,43987,139260,131010,123870
Q6ZXV5,Transmembrane and TPR repeat-containing protein 3,TMTC3,sp|Q6ZXV5|TMTC3_HUMAN Protein O-mannosyl-transferase TMTC3 OS=Homo sapiens OX=9606 GN=TMTC3 PE=1 SV=2,6743,1623800,1535200,1314600,1322700,1266300,1394900,1093300,939190,974260,1497700,1044000,1254300,1179400,1198400,1161100,772290,784200,883130
Q6ZYL4,General transcription factor IIH subunit 5,GTF2H5,sp|Q6ZYL4|TF2H5_HUMAN General transcription factor IIH subunit 5 OS=Homo sapiens OX=9606 GN=GTF2H5 PE=1 SV=1,6744,103370,95713,82271,112240,102820,122620,92638,84494,85757,0,0,0,0,0,0,0,0,0
Q709C8,Vacuolar protein sorting-associated protein 13C,VPS13C,sp|Q709C8|VP13C_HUMAN Vacuolar protein sorting-associated protein 13C OS=Homo sapiens OX=9606 GN=VPS13C PE=1 SV=1,6745,2260500,1895200,1840600,1029200,1014900,1021700,1374700,1192400,1208800,3525800,2508500,2845000,1428700,1423000,1392300,1687300,1696600,1805300
Q709F0,Acyl-CoA dehydrogenase family member 11,ACAD11,sp|Q709F0|ACD11_HUMAN Acyl-CoA dehydrogenase family member 11 OS=Homo sapiens OX=9606 GN=ACAD11 PE=1 SV=3;tr|D6RDI8|D6RDI8_HUMAN Acyl-CoA dehydrogenase family member 11 OS=Homo sapiens OX=9606 GN=ACAD11 PE=1 SV=2;tr|F8WEV0|F8WEV0_HUMAN Acyl-CoA dehydrogena,6746,121020,106310,102380,34575,35960,35780,69357,65839,65085,195510,142550,160620,50124,50921,50550,106840,101840,109050
Q70CQ2,Ubiquitin carboxyl-terminal hydrolase 34,USP34,sp|Q70CQ2|UBP34_HUMAN Ubiquitin carboxyl-terminal hydrolase 34 OS=Homo sapiens OX=9606 GN=USP34 PE=1 SV=2,6747,79386,71045,66415,61859,56208,69172,59090,55598,55930,271860,197580,228610,178230,181910,181080,159680,183990,165600
Q70CQ4,Ubiquitin carboxyl-terminal hydrolase 31,USP31,sp|Q70CQ4|UBP31_HUMAN Ubiquitin carboxyl-terminal hydrolase 31 OS=Homo sapiens OX=9606 GN=USP31 PE=2 SV=2;tr|I3L4X5|I3L4X5_HUMAN Ubiquitin carboxyl-terminal hydrolase 31 OS=Homo sapiens OX=9606 GN=USP31 PE=1 SV=1,6748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q70E73,Ras-associated and pleckstrin homology domains-containing protein 1,RAPH1,sp|Q70E73|RAPH1_HUMAN Ras-associated and pleckstrin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=RAPH1 PE=1 SV=3;tr|C9J164|C9J164_HUMAN Ras-associated and pleckstrin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=RAPH1,6749,2390900,2334100,2109100,3086800,2722100,2918300,1617300,1551500,1507000,2941800,2214400,2620600,3403400,3178500,3083900,1560100,1656400,1741100
Q70EL1,Inactive ubiquitin carboxyl-terminal hydrolase 54,USP54,sp|Q70EL1|UBP54_HUMAN Inactive ubiquitin carboxyl-terminal hydrolase 54 OS=Homo sapiens OX=9606 GN=USP54 PE=1 SV=4;tr|H7C296|H7C296_HUMAN Inactive ubiquitin carboxyl-terminal hydrolase 54 (Fragment) OS=Homo sapiens OX=9606 GN=USP54 PE=1 SV=1;tr|R4GN32|R4GN,6750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q70EL4,Ubiquitin carboxyl-terminal hydrolase 43,USP43,sp|Q70EL4|UBP43_HUMAN Ubiquitin carboxyl-terminal hydrolase 43 OS=Homo sapiens OX=9606 GN=USP43 PE=1 SV=2;tr|V9GXZ5|V9GXZ5_HUMAN Ubiquitin carboxyl-terminal hydrolase 43 (Fragment) OS=Homo sapiens OX=9606 GN=USP43 PE=1 SV=1;tr|V9GZ20|V9GZ20_HUMAN Ubiquitin,6751,17284,17092,13817,8938.6,8404.8,6804.2,9528.6,9216.3,8613.8,29474,21264,21382,14330,14252,15119,58952,64394,70199
Q70J99,Protein unc-13 homolog D,UNC13D,sp|Q70J99|UN13D_HUMAN Protein unc-13 homolog D OS=Homo sapiens OX=9606 GN=UNC13D PE=1 SV=1,6753,138050,140970,146270,4525300,4165700,4465300,264440,270330,249720,130280,131470,136970,4992000,4898800,4987700,201750,319860,306530
